MSU	Symbol	Keyword
LOC_Os04g45860	OsYSL9	endosperm; grain-filling; iron; plasma membrane; transporter
LOC_Os04g45900	OsYSL16	floral; floral organ; homeostasis; iron; leaf; lemma; palea; pollen; root; seed; seedling; shoot; spikelet; transporter; vascular bundle
LOC_Os04g45960	OsSP2|OsSub42	panicle; seed
LOC_Os04g45970	OsGDH2	crown; crown root; nitrogen; root; salt; salt stress
LOC_Os04g46060	OsWRKY36|SGSD3	GA; cell wall; culm; ga; grain; lignin
LOC_Os04g46200	OLE16	oil bodies
LOC_Os04g46220	OsERF1	ethylene; growth; ja; sa; salt; transcription factor
LOC_Os04g46390	OsDjA6	blast; immunity; innate immunity; magnaporthe oryzae; resistance; salicylic acid
LOC_Os04g46400	CR250|OsAP2|OsDREB4-2	growth; leaf; root; salt; seedling; sheath; stem
LOC_Os04g46440	OsERF34	cell wall; peduncle; secondary cell wall
LOC_Os04g46450	MIP1|OsHUB1	anther; anther development; development; height; immunity; magnaporthe oryzae; tapetum; tiller; tillering
LOC_Os04g46460	NAGK1|OsNAGK1	chloroplast; leaf; root; sheath; spikelet
LOC_Os04g46470	D17|HTD1|OsCCD7	architecture; auxin; branching; cell death; dwarf; plant architecture; root; seed; shoot; strigolactone; tiller; tillering; vascular bundle
LOC_Os04g46580	OsSPL7	Heat Stress; abiotic stress; architecture; biotic stress; growth; height; nucleus; pathogen; pathogen resistance; plant architecture; plant growth; reactive oxygen species; stress; stress response; tiller; tiller number; transcription factor
LOC_Os04g46810	OsR3L1	adventitious root; development; lateral root; root; salt; salt tolerance; tolerance; transcription factor
LOC_Os04g46940	OsHMA5	copper accumulation; growth; reproductive; root; shoot; transporter; vascular bundle; vegetative; viral resistance; xylem
LOC_Os04g46960	OsGPX1	photosynthesis; salt tolerance
LOC_Os04g46980	cZOGT1	crown; crown root; leaf; root; senescence; shoot
LOC_Os04g46990	cZOGT2	crown; crown root; leaf; root; senescence; shoot
LOC_Os04g47059	Kala4|OsS1	grain
LOC_Os04g47220	OsPIP1;2	arsenite; grain; grain yield; growth; leaf; phloem; photosynthesis; plasma membrane; root; seed; shoot; sucrose; yield
LOC_Os04g47240	OsMKKK10|SMG2|YDA1	stomatal density
LOC_Os04g47300	OsCPK12	ABA; Kinase; biotic stress; blast; blast disease; blast resistance; disease; disease resistance; endosperm; growth; leaf; leaf senescence; nitrogen; panicle; protein kinase; salinity; salt; salt stress; salt tolerance; seedling; senescence; shoot; stamen
LOC_Os04g47690	OsHMGB707	drought; drought tolerance; salt; tolerance
LOC_Os04g47770	cZOGT3	crown; crown root; leaf; root; senescence; shoot
LOC_Os04g47860	OsIDD10|OsNKD	leaf patterning
LOC_Os04g47870	OsAGO1b	anther; antiviral immunity; cytoplasm; development; fertility; growth; height; leaf; nucleus; plant height; pollen; seed; tiller; tiller number; vascular bundle
LOC_Os04g47890	MFS2|MOF1	R protein; development; ethylene; ethylene response; floral; floral meristem; floral organ; map-based cloning; meristem; nucleus; organ identity; palea; spikelet; spikelet meristem
LOC_Os04g47990	OsDOF17	transcriptional activator
LOC_Os04g48010	OsKRN2	grain; grain yield; yield
LOC_Os04g48050	OsRINGzf1	R protein; Ubiquitin; drought; drought resistance; leaf; resistance; water loss; zinc
LOC_Os04g48070	ROC4	flowering time; homeobox gene
LOC_Os04g48170	CYP87A3	auxin; growth
LOC_Os04g48260	OsSIRH2-14	root; salinity; salinity stress; shoot; stress; stress response; tolerance; transporter
LOC_Os04g48310	OsATL53	 ja ; JA; anther; cytoplasm; ja; jasmonic; jasmonic acid; lignin; nucleus; root
LOC_Os04g48390	OsPSS1|OsSPX-MFS1	Pi; homeostasis; phosphate; pi; shoot; transporter
LOC_Os04g48400	HTH1	anther; anther development; cutin; development; fertility; pollen
LOC_Os04g48490	DEAP1	development; fertility; male fertility; male reproductive development; plasma membrane; pollen; protein kinase; reproductive; reproductive development; tapetum
LOC_Os04g48760	XIAO	BR; BR signaling; brassinosteroid; cell division; dwarf; erect; growth; homeostasis; organ size; seed
LOC_Os04g48850	OsACS2	blast; ethylene; ja; leaf
LOC_Os04g48930	OsFRO1	cytoplasm; homeostasis; stress; tolerance
LOC_Os04g49130	OsSCE3	drought; drought stress; stress; stress tolerance; tolerance
LOC_Os04g49160	OsRFPH2-6	immunity
LOC_Os04g49194	OsF3H04g|OsSAH2	resistance
LOC_Os04g49210	OsS5H1|OsSAH3	 sa ; SA; magnaporthe oryzae; resistance; sa
LOC_Os04g49230	RAVL1	BR; BR signaling; blight; blight disease; disease; ethylene; homeostasis; resistant; root; sheath
LOC_Os04g49410	OsEXPA10	Al tolerance; biotic stress; blast; cell elongation; cell wall; development; grain; grain size; growth; height; pathogen; plant height; resistance; root; root elongation; stress; tolerance
LOC_Os04g49450	OsMYB511|OsMYBR1	ABA; abiotic stress; abscisic acid; biotic stress; cold stress; development; drought; drought stress; seedlings; stress; tolerance; transcription activator
LOC_Os04g49510	OsCDPK7	crown; drought; flower; root; salinity; salt; salt stress; vascular bundle
LOC_Os04g49570	GLR3.1	cell division; root apical meristem; seedling
LOC_Os04g49900	OsABCC7	lateral root; root; transporter; xylem; xylem parenchyma
LOC_Os04g50060	OsGRAS23	drought; drought tolerance; jasmonic; jasmonic acid; tolerance; transcription factor
LOC_Os04g50770	OsMYB58|OsMYB63|RRS1	auxin; development; drought; drought resistance; lateral root; lateral root length; resistance; root; root development; root growth; root length
LOC_Os04g50930	OsNPF7.6	nitrate; nitrate transporter; nitrogen; transporter; yield
LOC_Os04g50940	OsNPF7.4	grain; grain yield; tillering; yield
LOC_Os04g50950	OsNPF7.3|OsPTR6|PTR6	grain; grain yield; growth; nitrogen; plant growth; transporter
LOC_Os04g51000	APO2|LFY|RFL|SSC	architecture; auxin; auxin transport; axillary meristem; branching; cell proliferation; culm; development; floral; floral meristem; floral organ; flower; flowering time; grain; grain number; growth; inflorescence; leaf; meristem; organ identity; panicle; panicle development; panicle size; reproductive; root; spikelet; spikelet meristem; stamen; strigolactone; tiller; tillering; transcription factor; transporter; vegetative
LOC_Os04g51070	DTD|EAT1	PCD; anther; cell death; development; meiosis; meiotic; microspore; pollen; reproductive; tapetal; tapetum; transcription factor
LOC_Os04g51150	AOX1a|OsAOX1a	abiotic stress; cold stress; cold tolerance; growth; mitochondria; oxidative; root; seedling; temperature
LOC_Os04g51160	OsAOX1b	abiotic stress
LOC_Os04g51172	OsBRXL3	panicle
LOC_Os04g51180	COLD1	chilling; plasma membrane; tolerance
LOC_Os04g51280	WSP1	chloroplast; chloroplast development; chloroplast developmental; development; leaf; panicle; seedling
LOC_Os04g51330	OsMEX1|OsMT	chloroplast; transporter
LOC_Os04g51350	MPR25	chloroplast; growth; mitochondria
LOC_Os04g51400	OsRMT1	nucleus; salt; salt stress; stress; stress response; tolerance
LOC_Os04g51820	OsHKT1;1|OsHKT4	Salt Sensitivity; leaf; phloem; root; salt; salt stress; salt tolerance; shoot; stress; tolerance; transcription factor; transporter
LOC_Os04g51830	OsHKT1;4	growth; leaf; reproductive; reproductive growth; salinity; salinity stress; salt; salt stress; salt tolerance; sheath; stem; stress; tolerance; transporter; vegetative; xylem; xylem parenchyma
LOC_Os04g52090	OsAP2-39	 ABA ;  ga ; ABA; GA; abscisic acid; biomass; development; drought; drought tolerance; ethylene; ga; gibberellin; growth; height; nucleus; plant height; seed; transcription activator; transcription factor; yield
LOC_Os04g52164	OsCER2|OsHMS1I	fatty acid biosynthesis; male sterility
LOC_Os04g52230	OsKS1	dwarf; ga; gibberellin; growth; root; seed; seedling; stem
LOC_Os04g52240	KS2|OsKS2|OsKSL2	dwarf; floral; ga; gibberellin; growth; stem
LOC_Os04g52260	OsHyPRP16	breeding; development; disease; disease resistance; magnaporthe oryzae; resistance; stress
LOC_Os04g52280	FC1|OsCAD7	branching; cell wall; crown; crown root; culm; cytokinin; growth; height; meristem; panicle; root; shoot; shoot apical meristem; strigolactone; tiller; tillering; vascular bundle
LOC_Os04g52310	OsZIP3	R protein; Zn distribution; meristem; node; shoot; shoot meristem; transporter; vascular bundle; xylem
LOC_Os04g52450	Osl2	aminobutyric acid; leaf senescence; senescence; transaminase
LOC_Os04g52479	LVPA4|NAL1|qFLW4	 BR ;  ga ; BR signaling; GA; Gibberellin; architecture; auxin; biomass; breeding; cell cycle; cell division; cell wall; culm; development; dwarf; gibberellin; grain; grain number; grain quality; grain yield; growth; height; jasmonic; jasmonic acid; leaf; leaf shape; leaf size; map-based cloning; nitrogen; panicle; photosynthesis; phytohormone; plant architecture; seedlings; senescence; spikelet; spikelet number; vascular bundle; yield
LOC_Os04g52540	OsAGO2	PCD; anther; anther development; blast; blast disease; cell death; defense; defense response; development; disease; fertility; pollen; reactive oxygen species; tapetal; tapetal programmed cell death
LOC_Os04g52780	OsFLS2	cell death; growth
LOC_Os04g52810	ONAC083	defense; defense response; immunity; magnaporthe oryzae; nucleus; transcription factor
LOC_Os04g52830	Ctb1	anther; cold tolerance
LOC_Os04g52900	MRP1|OsABCC1	ABC transporter; As transport; arsenic accumulation; grain; phloem
LOC_Os04g52920	GSD1	grain filling; grain setting; photoassimilate translocation; plasma membrane
LOC_Os04g52960	OsNUC1	flower; growth; resistant; root; salt; salt stress; seed; shoot; stress
LOC_Os04g53050	PiPR1	blast disease; blast resistance
LOC_Os04g53060	Hwc3|RGAe	hybrid weakness
LOC_Os04g53120	Xa1	bacterial blight; blight; defense; disease; resistance; xoo
LOC_Os04g53190|LOC_Os04g53195	OsPAO3	salt; salt stress; seed; stress
LOC_Os04g53240	OsATG8b	breeding; development; grain; grain quality; growth; nitrogen; quality; stress; tolerance; yield
LOC_Os04g53310	OsSSIIIb	starch
LOC_Os04g53440	RBP-L	glutelin; growth; transcription factor
LOC_Os04g53990	OsbHLH068	panicle
LOC_Os04g54200	OsBIDK1|OsDGK1	blast; blast disease; defense; defense response; disease; disease resistance; seedling
LOC_Os04g54340	OsMRE11	cell cycle; development; fertility; growth; homologous recombination; meiosis; meiotic; meristem; mitosis; seed; vegetative
LOC_Os04g54440	DHT1	tillering
LOC_Os04g54474	OsTGAP1|OsbZIP37	jasmonic; jasmonic acid; phosphate; transcription factor
LOC_Os04g54490	OsEPF1	development; floral; floral organ; lemma; root; stomata; stomatal; stomatal density; stomatal development
LOC_Os04g54800	OsSK3	panicle
LOC_Os04g54840	NRPD2	dwarf; embryo; sterile
LOC_Os04g54900	ILI1	BR; cell elongation; dwarf; erect; growth; lamina; leaf; transcription factor
LOC_Os04g55230	FLO2	amylose content; endosperm; grain; grain size; quality; seed; seed development; starch; temperature
LOC_Os04g55510	HAF1|OsHIP1	Ubiquitin; heading date
LOC_Os04g55560	SHAT1	seed; shattering; spikelet; transcription factor
LOC_Os04g55590	OsWOX4	IAA; architecture; auxin; auxin biosynthesis; auxin transport; cell cycle; cell proliferation; cytokinin; development; iaa; leaf; leaf development; meristem; primary root; root; root elongation; root length; root system architecture; shoot; shoot apical meristem; stem; transcription factor; vascular bundle
LOC_Os04g55650	OCP	 ja ; JA; auxin; blast; blast resistance; cytoplasm; ja; resistance
LOC_Os04g55800	OsSULTR3;3	grain; map-based cloning; phosphorus; vascular bundle
LOC_Os04g55920	EG2|OsJAZ1|OsTIFY3	ABA; JA; JA signaling; JA signalling repressor; abiotic stress; biotic stress; cytoplasm; development; drought; drought resistance; drought tolerance; ja; jasmonate; nucleus; resistance; root; root length; salicylic acid; shoot; spikelet; spikelet development
LOC_Os04g56070	OsCSN5A	dwarf
LOC_Os04g56160	AHA7|LMPA|OSA7|osAHA7	ATPase; PCD; cell death; development; homeostasis; leaf; lesion; lesion mimic; panicle; panicle development; plasma membrane; salt; salt stress; stress
LOC_Os04g56170	OsLG1	architecture; domestication; leaf; meristem; panicle; panicle architecture; sheath; transcription factor
LOC_Os04g56400	OsGS2|lambdaGS31	Al tolerance; abiotic stress; biotic stress; chloroplast; drought; drought tolerance; salinity; salinity stress; salt; salt stress; seedling; stress; tolerance
LOC_Os04g56430	OsRLK|OsRMC	 ja ; biomass; blast; cell wall; defense; growth; magnaporthe oryzae; pathogen; root; root development; salinity; salt; salt stress; seed; seed germination; seedling; shoot; transcription factor
LOC_Os04g56480	LML1|OsPELOTA|Ospelo	bacterial blight; biotic stress; blast; blight; cell death; defence; defence response; development; disease; disease resistance; growth; innate immunity; leaf; map-based cloning; mitochondria; pathogen; pathogen resistance; resistance; root; root development; salicylic acid; seedling; stress; stress response
LOC_Os04g56500	IBH1|OsIBH1	BR; cell elongation; dwarf; erect; growth; leaf; transcription factor
LOC_Os04g56580	IPK1|OsIPK1	growth; phosphate; seed
LOC_Os04g56620	OsCNX1	map-based cloning
LOC_Os04g56780	MOC3|OsTAB1|OsWUS|TAB1	auxin; auxin response; axillary meristem; culm; cytokinin; cytokinin response; development; fertility; floral; floral organ; floral organ number; growth; inflorescence; map-based cloning; meristem; panicle; panicle development; plant growth; plant stature; spikelet; stem; tiller; transcription factor; vegetative
LOC_Os04g56850	OsARF11	Brassinosteroid; Brassinosteroid Signaling; architecture; brassinosteroid; resistance
LOC_Os04g56950	IAMT1	iaa
LOC_Os04g56990	RLI1	 pi ; Brassinosteroid; Pi; brassinosteroid; growth; lamina; lamina joint; leaf; phosphate; phosphate starvation; phosphate starvation response; pi; stress
LOC_Os04g57320	OsIM1	ABA; chloroplast; salt; salt stress
LOC_Os04g57490	OsCP1	anther; anther development; drought; fertility; pollen
LOC_Os04g57530	SG5|SHA1|sh4	cell expansion; development; domestication; grain; grain length; growth; nucleus; seed; seed shattering; shattering; spikelet; transcription factor; young panicles
LOC_Os04g57560	OsPAO5	domestication; grain; grain number; grain weight; seedlings; yield
LOC_Os04g57610	OsARF12	 BR ;  pi ; BR; BR signaling; Brassinosteroid; auxin; brassinosteroid; flower opening; grain; grain filling; grain size; grain weight; homeostasis; iron; mitochondria; phosphate; primary root; resistance; root; stigma size; transcription factor; transporter; young panicles
LOC_Os04g57720	OsRR6	abiotic stress; adventitious root; adventitious root formation; biotic stress; cold; cytokinin; dwarf; growth; panicle; root; salinity; salinity stress; seedling; seedlings; shoot; stress; temperature
LOC_Os04g57810	OsDRE2	immune response
LOC_Os04g57850	OsBIABP1|OsSLAC1|SLAC1	defense; defense response; flower; grain; grain yield; growth; height; leaf; magnaporthe oryzae; photosynthesis; plant height; root; sa; stem; stomata; stomatal; temperature; tillering; water loss; yield
LOC_Os04g57920	GIC	growth; reproductive; seed
LOC_Os04g58020	OsMYB6	abiotic stress; biotic stress; breeding; development; drought; growth; nucleus; salinity; salinity stress; salt; salt stress; stress; tolerance; transcription factor
LOC_Os04g58110	OsPK3	grain; grain filling; leaf; mitochondria; sucrose; sucrose translocation
LOC_Os04g58190	OsDOF18	growth; nitrate; nitrogen; transcription factor; transporter
LOC_Os04g58200	OsPORA	development; growth; leaf; leaf development; reproductive; reproductive growth
LOC_Os04g58620	AM1	chloroplast; drought; photosynthesis; potassium; salinity; salt; seed; seed germination; tolerance
LOC_Os04g58710	OsAAE3	anther; blast; blast resistance; development; fertility; lignin; lignin biosynthesis; magnaporthe oryzae; reactive oxygen species
LOC_Os04g58720	OsFTIP6	drought response
LOC_Os04g58750	OsBSK3	 BR ; BR; BR signaling; Kinase; grain; grain length; phosphatase; receptor kinase
LOC_Os04g58760	OsCASP1	Casparian strip; calcium; growth; homeostasis; lateral root; lignin; plasma membrane; root; root elongation; tolerance
LOC_Os04g58780	OsPPR4|WSL5	chloroplast; chloroplast development; cold stress; development; nucleus; stress
LOC_Os04g58810	OsCAF1B	cold; cold stress; cold tolerance; development; growth; seed; seed germination; seedling; seedlings; stress; temperature; tolerance; transcription factor
LOC_Os04g58880	OsEXO70A1|RLS2	map-based cloning; vascular bundle
LOC_Os04g58960	OsRLR4	auxin; auxin transport; development; domestication; meristem; primary root; root; root apical meristem; root development; root length; transporter
LOC_Os04g59060	OsDjC46	abscisic acid; antioxidant defense; defense; drought; resistance; salinity; salt; salt stress; seedlings; stress; tolerance
LOC_Os04g59420	OsSRDP	Heat Stress; abiotic stress; biotic stress; cold; cold stress; drought; drought stress; drought stress ; heat stress; stress; tolerance
LOC_Os04g59550	OsUGT1	transporter
LOC_Os04g59570	YSS1	chloroplast; chloroplast development; development; seedling; seedlings
LOC_Os04g59624	ENL1	ENDOSPERMLESS 1; cytoplasm; endosperm; endosperm development; mitosis; syncytial endosperm development
LOC_Os05g01140	OsJMT1	JA; brown planthopper; height; ja; yield
LOC_Os05g01270	OsCYP20-2	cell elongation; chilling; chloroplast; defense; nucleus; stress; stress response; stress tolerance; tolerance
LOC_Os05g01370	OsPGIP2	cell wall; cellulose; defense; defense response; disease; disease resistance; quality; reactive oxygen species; resistance; seed; seedling
LOC_Os05g01380	OsPGIP1	blight; breeding; development; disease; resistance; resistant; sheath; tillering; yield
LOC_Os05g01444	OsPGIP4	disease; leaf; pathogen; resistance; resistant
LOC_Os05g01450	OseIF3f	pollen; root; seed; vegetative
LOC_Os05g01710	Xa5	bacterial blight; blight; blight disease; disease; disease resistance; pathogen; resistance; resistant; transcription factor
LOC_Os05g01990	OsRH17	abscisic acid; biotic stress; pollen
LOC_Os05g02020	BML|OsRLCK176	ABA; JA; abscisic acid; chitin signaling; disease; innate immunity; ja; jasmonic; jasmonic acid; leaf; leaf senescence; map-based cloning; pathogen; peptidoglycan and chitin signaling; peptidoglycan signaling; reactive oxygen species; resistance; senescence; transcription factor
LOC_Os05g02040	RPA1c	meiotic
LOC_Os05g02070	OsMT2b	adventitious root; bacterial blight; blast; blight; cytokinin; dwarf; ethylene; growth; lateral root; meristem; node; panicle; root; root development; seed; seed germination; seedling; stem; sugar
LOC_Os05g02130	Xb3	disease resistance; resistance
LOC_Os05g02260	bip130	abscisic acid; defense
LOC_Os05g02500	GLA1|GSN1|LARGE8|OsMKP1	Kinase; architecture; brassinosteroid; dwarf; gibberellin; grain; grain length; grain size; panicle; panicle architecture; protein kinase
LOC_Os05g02530	DHAR1|OsDHAR|OsDHAR1	growth; oxidative; oxidative stress; seedling; stress; temperature
LOC_Os05g02730	GL1|GLR1|LSY1|OsWOX3B	breeding; development; leaf; leaf development; transcription factor
LOC_Os05g02750	STAR2	Al tolerance; root; transporter
LOC_Os05g02770	OsGPRP3	grain; grain quality; grain size; grain weight; grain width; quality; seed; spikelet
LOC_Os05g03040	RSR1|qHD5	domestication; ethylene; flowering; heading date; nucleus; seed; seed size; starch; starch biosynthesis; temperature; transcription factor; yield
LOC_Os05g03150	OsBLE1	growth; iaa; lamina; root; seedling; vascular bundle
LOC_Os05g03430	OsSIZ1	Pi; abiotic stress; adventitious root; architecture; biotic stress; drought; flower; growth; heat tolerance; height; leaf; nitrogen; panicle; phosphate; phosphorus; photosynthesis; pi; primary root; reproductive; reproductive growth; root; root system architecture; salt; seed; seed germination; stress; stress tolerance; tolerance; vascular bundle; vegetative; xylem
LOC_Os05g03610	OsPLC4	growth; salinity; salt; salt stress; seedling; stress; stress response
LOC_Os05g03760	OsTZF5	R protein; Ubiquitin; abscisic acid; cold; cold stress; drought; drought stress; drought tolerance; grain; grain yield; growth; stress; tolerance; yield; zinc
LOC_Os05g03780	OZT1|OsMTP1	Al tolerance; cadmium; cell death; growth; growth rate; homeostasis; seedling; stress; tolerance; transporter; zinc
LOC_Os05g03820	OsECS	abiotic stress; biomass; grain; grain yield; homeostasis; yield
LOC_Os05g03860	LIP19|OsbZIP38	temperature
LOC_Os05g03884	OSH71|Oskn2	branching; flower; growth; panicle; shoot; vegetative
LOC_Os05g04220	OsGlnB	chloroplast; leaf; root; sheath; spikelet
LOC_Os05g04510	OsSAMS1	dwarf; ethylene; fertility; flower; grain; grain size; heading date; leaf; seed; seed size; senescence
LOC_Os05g04520	OsPti1a	defense; defense response; disease; disease resistance; immune response; plasma membrane
LOC_Os05g04550	OsCIPK17	grain; grain filling; grain weight; photosynthesis; starch
LOC_Os05g04640	OsWRKY5	ABA; ABA biosynthesis; abscisic acid; abscisic acid biosynthesis; leaf; leaf senescence; senescence
LOC_Os05g04700	OsLti6b|ddOs32	cold stress; cold tolerance; reproductive; seedling; temperature
LOC_Os05g04740	APG|OsPIL16	cold stress; cold tolerance; grain; grain length; stress; tolerance
LOC_Os05g04820	OsMYB2P-1	adventitious root; architecture; phosphate; pi; primary root; root; root architecture; transcription factor; transporter
LOC_Os05g04900	WLS5	early leaf senescence; growth; leaf; leaf senescence; phytohormone; plant growth; reactive oxygen species; senescence; stomatal
LOC_Os05g05160	OsMPK14	drought; root; salinity; shoot; temperature
LOC_Os05g05180	OsGH3.6	resistance
LOC_Os05g05200	BC16	cell wall; cellulose
LOC_Os05g05240	OsPPKL2	grain; grain length
LOC_Os05g05280	PTB1	domestication; growth; panicle; pollen; seed; temperature
LOC_Os05g05310	OsVIL4	flowering
LOC_Os05g05590	OsNHX2|OsNHX3	salt; salt stress
LOC_Os05g05700	OsCUL1-2	ABA; abiotic stress; biotic stress; drought stress
LOC_Os05g05740	HTH5	Heat Stress; heat stress; heat tolerance; high-temperature tolerance; reactive oxygen species; stress; tolerance
LOC_Os05g05800	OsTIR1	auxin; defense; defense response; development; drought; flower; growth; herbicide resistance; iaa; phosphate; plant growth; resistance; salt; tiller; tillering; transcription factor; transporter
LOC_Os05g06270	APIP6	defense; magnaporthe oryzae
LOC_Os05g06280	BHS1|OsKINESIN-13A|SRS3	 BR ; BR; BR signaling; cell elongation; cellulose; development; grain; grain length; grain size; growth; plant growth; seed
LOC_Os05g06320	ERS2	ethylene; iaa
LOC_Os05g06480	Chalk5	chalkiness
LOC_Os05g06660	GS5	abscisic acid; grain; grain size; grain width; yield
LOC_Os05g06670	OsGA2ox1	GA; chilling; chilling stress; flower; ga; growth; inflorescence; leaf; meristem; reproductive; root; seed; seedlings; shoot; shoot apical meristem; stem; tolerance
LOC_Os05g06720	DARX1	cellulose
LOC_Os05g07210	OsZIP6	iron; transporter; zinc
LOC_Os05g07720	OsTAR1	auxin; auxin biosynthesis; grain; iaa; starch; tryptophan aminotransferase
LOC_Os05g07790	BC10|FC116	cellulose; culm; growth; vascular bundle
LOC_Os05g08430	OsBOR4	boron; floral; grain; pollen; reproductive; transporter
LOC_Os05g08540	OsGA3ox1	flower; gibberellin; pollen; starch; starch accumulation
LOC_Os05g08810	PI3K	growth; seed; seed germination
LOC_Os05g09020	OsWRKY67	bacterial blight; blast; blight; blight disease; disease; disease resistance; growth; leaf; magnaporthe oryzae; nucleus; panicle; plant growth; reactive oxygen species; resistance; salicylic acid; transcriptional activator; xoo
LOC_Os05g09050	OsMLO12	pollen; pollen hydration
LOC_Os05g09500	OsHXK7	development; growth; plant growth; sugar
LOC_Os05g09520	GSE5	cell proliferation; domestication; grain; grain size; plasma membrane; spikelet
LOC_Os05g10670	OsTZF1	 ABA ; drought; growth; homeostasis; jasmonate; leaf; panicle; salicylic acid; salt; salt stress; seed; seed germination; seedling; senescence; sheath; shoot
LOC_Os05g10770	JMJ703|OsJMJ703	abiotic stress; biotic stress; drought; drought stress; flowering time; panicle; panicle size; stress; tolerance
LOC_Os05g10940	OsZIP7|OsZIP7a	Fe; cadmium; grain; homeostasis; iron; plasma membrane; root; shoot; tolerance; transporter; vascular bundle; xylem; zinc
LOC_Os05g11130	CYP90D3|OsCYP1	brassinosteroid; detoxification; herbicide; insect
LOC_Os05g11414	OSMADS58	anther; development; floral; floral meristem; flower; lemma; meristem; ovule; pollen; stamen; sterile; sterility; tapetum; tapetum degeneration
LOC_Os05g11510	OsBBX14	cell wall; floral; heading date; leaf; nucleus; seedlings
LOC_Os05g11730	GSK2|OsGSK2|OsSK22	 BR ; BR; BR signaling; Brassinosteroid; Brassinosteroid Signaling; Kinase; Ubiquitin; architecture; brassinosteroid; defense; domestication; grain; grain size; kinase; plant architecture; resistant; strigolactone
LOC_Os05g11950	MHZ11	ethylene; ethylene response; growth; root; root growth
LOC_Os05g12040	OsCYP51G3	BR; breeding; development; dwarf; erect; leaf; pollen; quality; salt; salt stress; stress
LOC_Os05g12260	OsPYL|OsPYL5|RCAR5	ABA; abiotic stress; drought; growth; salt; salt stress; seed germination; seedling
LOC_Os05g12320	OsSWEET3a	GA; GA biosynthesis; Gibberellin; development; ga; gibberellin; leaf; plant development; seedlings; shoot; transporter; vascular bundle
LOC_Os05g12680	Z15	plasma membrane; temperature
LOC_Os05g13900	OsPRP|RePRP1.1	growth; jasmonate; root; seedling; shoot; submergence
LOC_Os05g14010	OsbHLH073	GA; GA biosynthesis; ga; height; homeostasis; internode elongation; panicle; plant height; transcriptional activator
LOC_Os05g14170	RFC3	mitochondria
LOC_Os05g14180	OsIAA17q5	tiller; tiller number
LOC_Os05g14194	FLO15|OsGLYI7	endosperm; map-based cloning; starch
LOC_Os05g15530	OsDIAT	abiotic stress; biotic stress; cytoplasm; drought; drought stress; drought stress ; drought tolerance; stress; tolerance
LOC_Os05g15630	OsBLE3	BR; auxin; cell elongation; growth; iaa; meristem; root; shoot; shoot apical meristem
LOC_Os05g15640	OsPYL10	ABA; cold stress; drought; reproductive; stress; stress tolerance; tolerance
LOC_Os05g15770	OsHI-XIP	brown planthopper; development; growth; resistance
LOC_Os05g15880	OsXIP	defense; grain; jasmonate; root
LOC_Os05g16250	OsBVF1|P31comet	map-based cloning; meiosis; meiotic; meiotic recombination; sterile
LOC_Os05g18730	OsGCS1	starch; sucrose; sugar
LOC_Os05g18770	OsSUN1	crossover; homologous recombination; meiosis
LOC_Os05g18774	OsINH3	ER stress; abscisic acid; fertility; growth; phosphatase; pollen; protein phosphatase; reproductive; reproductive growth; stress
LOC_Os05g19270	MSH2	anti-recombination activity
LOC_Os05g19500	OsCHX14	JA; homeostasis; ja
LOC_Os05g19970	EBR1	Ubiquitin; blast; blast resistance; blight; cell death; disease; disease resistance; growth; immune response; resistance
LOC_Os05g20050	rgp2	growth; panicle; root; stem
LOC_Os05g20930	OsZFP350	R protein; abiotic stress; adaptability; biotic stress; development; drought; drought stress; lateral root; primary root; resistance; root; root development; root length; salinity; stress; zinc
LOC_Os05g22940	OsACCase	herbicide; herbicide resistance; herbicide-resistant
LOC_Os05g22970	OsGLYI-8	nucleus
LOC_Os05g23350	XYH	panicle; seed
LOC_Os05g23600	OsRpn1	ribophorin
LOC_Os05g23610	OsINH2	ER stress; abscisic acid; fertility; growth; phosphatase; pollen; protein phosphatase; reproductive; reproductive growth; stress
LOC_Os05g23670	JMJ704	bacterial blight; blight; defense; defense response; disease; disease resistance; resistance; xoo
LOC_Os05g23740	OsHsp70CP1	chloroplast; seedling; temperature
LOC_Os05g24010	OsSTLK	Salt Sensitivity; reactive oxygen species; root; salt; salt stress; salt tolerance; shoot; stomatal; stress; stress tolerance; tolerance
LOC_Os05g24684	SPL40	PCD; bacterial blight; blight; cell death; defense; disease; disease resistance; homeostasis; lesion; pathogen; reactive oxygen species; resistance
LOC_Os05g25194	OsZIP11	Fe; chlorophyll; copper; development; flowering; grain; grain weight; growth; iron; manganese; metal transport; panicle; plant height; seed; seed development; seed length; spikelet; transporter; zinc
LOC_Os05g25450	FLR3	chalkiness; endosperm; grain; grain quality; oxidative; oxidative stress; quality; reactive oxygen species; stress; stress response
LOC_Os05g25770	OsWRKY45|WRKY45	 ABA ;  sa ;  xoo ; ABA; Ubiquitin; abiotic stress; abscisic acid; biotic stress; blast; blast resistance; blight; breeding; brown planthopper; cold tolerance; defence; defense; development; disease; disease resistance; drought; drought tolerance; growth; jasmonic; jasmonic acid; leaf; magnaporthe oryzae; pathogen; resistance; resistant; salicylic acid; salt; salt stress; stress; temperature; transcription factor; yield
LOC_Os05g25840	OsAGSW1	Kinase; development; grain; grain filling; grain size; grain weight; seed; spikelet; vascular bundle
LOC_Os05g25850	OsMSD	mitochondria
