MSU	Symbol	Keyword
LOC_Os05g25910	OsOFP19	BR; Brassinosteroid; Brassinosteroid Signaling; architecture; brassinosteroid; cell division; grain; plant architecture
LOC_Os05g26820	OsCIPK18	Kinase; abscisic acid; auxin; cell wall; kinase; protein kinase; stress; transcription factor; transcriptional regulator
LOC_Os05g26890	D1|LW5|RGA1	 BR ;  ga ; BR signaling; abiotic stress; adventitious root; architecture; biotic stress; blast; brassinosteroid; breeding; cell death; cellular proliferation; chlorophyll content; defense; development; disease; disease resistance; drought; drought tolerance; dwarf; erect; ethylene; fertility; gibberellin; grain; grain size; growth; lamina; leaf; lemma; map-based cloning; nitrate; nitrogen; phytohormone; plant architecture; pollen; pollen tube elongation; root; salt; seed; seed size; sheath; spikelet; stress; sucrose; tolerance; transcription factor; transporter; vascular bundle; yield
LOC_Os05g26902	OsDjA7	chloroplast; chloroplast development
LOC_Os05g26954|LOC_Os05g26926	OsDjA8	chloroplast; chloroplast development
LOC_Os05g27730	OsWRKY53	 ABA ;  BR ; ABA; BR signaling; Brassinosteroid; Brassinosteroid Signaling; abscisic acid; biotic stress; blast; brassinosteroid; brown planthopper; cell wall; defense; defense response; erect; ethylene; grain; grain size; growth; jasmonic; jasmonic acid; leaf; leaf senescence; plant architecture; plant growth; protein kinase; resistance; seed; seed germination; senescence; stem; transcription factor; vascular bundle; wounding response
LOC_Os05g27930	OsDREB2B	 ga ; GA; abiotic stress; development; drought; ga; growth; height; leaf; nucleus; plant height; sheath; transcription activator; transcription factor
LOC_Os05g28200	OsCHLG|YGL1	chloroplast; leaf; seedling
LOC_Os05g28210	EMP1|OsEm|OsEm1	ABA; abiotic stress; biotic stress; drought; drought tolerance; tolerance; vegetative
LOC_Os05g28350	OsABI4	abscisic acid
LOC_Os05g28510	OsImp1|OsImpbeta1	pollen
LOC_Os05g30220	DEPG1|OsRP1L1	defense; disease; disease resistance; jasmonate; leaf; salicylic acid; sheath
LOC_Os05g30750	OsFTIP7	anther; auxin; auxin biosynthesis; biomass; chlorophyll content; seedlings; tolerance
LOC_Os05g30790	OsCW-ZF5	zinc
LOC_Os05g30870	OsRLCK185	defense
LOC_Os05g30970	OsBON3	R protein; broad-spectrum disease resistance; disease; disease resistance; dwarf; growth; immunity; pathogen; plant growth; resistance
LOC_Os05g31040	OsCKX9	architecture; cytokinin; height; homeostasis; panicle; panicle size; plant height; shoot; shoot architecture; tiller; tiller number
LOC_Os05g31110	OsHXK10	anther; cell wall; flower; grain; grain filling; growth; palea; pollen; seed; stamen
LOC_Os05g31140	OsEGL1	cell wall; glucanase; methyl jasmonate; seedling; silicon; silicon-dependent strengthening of rice cell wall; wounding
LOC_Os05g31670	OsPM1|OsPM19L1	ABA; abscisic acid; cold stress; development; drought; drought tolerance; leaf; panicle; plasma membrane; salt; seed; seed germination; sheath; stress; stress tolerance; tolerance; transcription factor
LOC_Os05g31750	OsANN4	ABA; root; root length; shoot
LOC_Os05g32110	OsBC1L4	cell wall; cellulose; culm; dwarf; starch; tiller
LOC_Os05g32140	OsSQD1	 pi ; Pi; chloroplast; development; growth; homeostasis; lateral root; phosphate; pi; reproductive; root; root growth
LOC_Os05g32270	NGR5|RLA1|SHB|SMOS1	GA; GA biosynthesis; GA deficiency; Gibberellin; auxin; ga; gibberellin; growth; meristem; nitrogen; organ size; root; root meristem; root meristem size; tiller; tillering; transcription factor; yield
LOC_Os05g32600	R2	growth; root; temperature
LOC_Os05g32850	DPS1	anther; cell death; cuticle; cutin; development; homeostasis; map-based cloning; panicle; pollen; reactive oxygen species
LOC_Os05g33040	OsCYCP1;1	phosphate; phosphate starvation; phosphate starvation signaling; root
LOC_Os05g33230	ARG1	ABC transporter; breeding; homeostasis; metal transport; photosynthesis; transporter
LOC_Os05g33570	FLO4|OsC4PPDK|OsPPDKB|ppdk	endosperm; grain; grain filling; pericarp; reproductive; seed; seed development; seed germination
LOC_Os05g33730	GID1|OsGID1	 ABA ;  ga ; ABA; GA; blast; brown planthopper; cold stress; drought; drought stress; drought stress ; dwarf; ethylene; ga; gibberellin; growth; homeostasis; resistance; seed; seed germination; shoot; stomatal; stress; submergence; submergence tolerance; tolerance
LOC_Os05g33810	OsSPL9	development; flower; grain; grain number; grain yield; panicle; transcription factor; yield
LOC_Os05g33840	CLA1|OsDXS1|OsDXS2	seed
LOC_Os05g33890	MAP65-5	cell division
LOC_Os05g34040	CSV1|TCD5|TSV	chloroplast; chloroplast development; cold stress; development; growth; leaf; leaf development; map-based cloning; photosynthesis; stress; temperature; tillering
LOC_Os05g34050	OsbZIP39	transcription factor
LOC_Os05g34290	OsPCS1	arsenite; cadmium; map-based cloning; node; seedlings; stress; tolerance
LOC_Os05g34460	TCM5	chloroplast; chloroplast development; development; leaf; map-based cloning; photosynthesis; seedling; temperature
LOC_Os05g34730	SERF1	grain; grain filling; root; salinity; salt; salt stress; salt tolerance; seedling; starch; starch biosynthesis; transcription factor
LOC_Os05g34770	OsCc1	root
LOC_Os05g34780	PMR	cell cycle; development; fertility; microspore; mitosis; pollen; pollen development
LOC_Os05g34830	OsNAC52	ABA; abiotic stress; abscisic acid; biotic stress; drought; drought stress; growth; seedlings; stress; tolerance; transcriptional activator
LOC_Os05g34854	GA20OX4	ga; gibberellin; seedling
LOC_Os05g34940	OsMADS4	architecture; cell division; floral; flower; pi; stamen
LOC_Os05g35050	COPT5	copper; copper accumulation; resistance; shoot; viral resistance
LOC_Os05g35170	IDEF2	endosperm; homeostasis; iron; lateral root; leaf; pollen; reproductive; root; seed; seed germination; transcription factor; transporter; vascular bundle; vegetative
LOC_Os05g35400	OsBiP4	endosperm; seed
LOC_Os05g35410	OsAKT2	grain; grain shape; grain yield; growth; phloem; plasma membrane; potassium; salt; salt stress; salt tolerance; seedlings; shoot; sucrose; tolerance; yield
LOC_Os05g35500	Osmyb1	flower; seed
LOC_Os05g35520	OsdNK1|WSL8	Kinase; chloroplast; chloroplast development; development; map-based cloning
LOC_Os05g36120	OsPTB2	panicle development; young panicles
LOC_Os05g36270	OscFBP2	shoot; sucrose
LOC_Os05g36360	OsPUB44	immune response; immunity; ubiquitin E3 ligase
LOC_Os05g37060	MID1|OsARM1	abiotic stress; anther; anther development; biotic stress; development; drought; drought stress; leaf; node; nucleus; phloem; reproductive; reproductive development; root; stress; tolerance; transcription factor; transcriptional regulator; vascular bundle; yield
LOC_Os05g37140	Fd	leaf; nitrate; root
LOC_Os05g37350	DNG701	seed
LOC_Os05g37470	OsAUX3	aluminium; auxin; auxin response; auxin transport; development; grain; grain length; growth; plasma membrane; reactive oxygen species; root; root development; stress; transcription factor
LOC_Os05g37690	OsCOI1b	JA receptor; fertility; grain; grain size; growth; jasmonate; leaf; leaf senescence; male sterility; methyl jasmonate; root; root growth; senescence; spikelet; spikelet development
LOC_Os05g38000	BGL|OsRopGEF10	crown; crown root; crown root development; cytokinin; cytokinin response; development; leaf; root; root development; sheath
LOC_Os05g38120	RI|SH5	abscission-zone development; development; homeobox gene; inflorescence; lignin; lignin biosynthesis; meristem; seed shattering; shattering; shoot; shoot apical meristem; transcription factor
LOC_Os05g38140	OsPRI2|OsbHLH058	iron; tolerance; transcription factor
LOC_Os05g38150	OsP5CS|OsP5CS1	ABA; breeding; drought; oxidative; resistant; salt; salt stress; salt tolerance; seedling
LOC_Os05g38290	OsPP2C49	ABA
LOC_Os05g38390	OsLAC13	anther; oxidative; oxidative stress; root; seed; stress; sugar
LOC_Os05g38420	OsLAC	brassinosteroid; grain; grain yield; yield
LOC_Os05g38520	SPR9	breeding; disease; disease resistance; panicle; resistance
LOC_Os05g39310	OsPDC1	seedling
LOC_Os05g39540	OsZIP9	epidermis; grain; growth; plant growth; plasma membrane; root; shoot; transporter; zinc
LOC_Os05g39550	OsZIP10	cadmium; tolerance; zinc
LOC_Os05g39560	OsZIP5	epidermis; growth; root; transporter; zinc
LOC_Os05g39670	OsPRA1	shoot; stem
LOC_Os05g39720	OsWRKY70|WRKY70	 BR ; BR; Kinase; brown planthopper; defence; defense; gibberellin; grain; grain size; growth; jasmonate; jasmonic; jasmonic acid; leaf; leaf angle; plant height; protein kinase; resistance; seed; seed length; transcription factor
LOC_Os05g39770	OsAMTR1|Osh36	abiotic stress; biotic stress; growth; root; salt; seed; seed germination; stress
LOC_Os05g39880	OsEPFL8	fertility; spikelet; spikelet number
LOC_Os05g39930	OsPUB2	Ubiquitin; cold stress; stress; stress response; temperature
LOC_Os05g40080	OsWRKY54	salt; salt stress; salt tolerance; stress; tolerance; transcription factor
LOC_Os05g40260	OsSNAT1	cadmium; grain; grain yield; melatonin; panicle; seedlings; tolerance; yield
LOC_Os05g40330	PILS6b	auxin; auxin transport; tiller; tiller number
LOC_Os05g40384	EUI1|LG5|OsCYP714D1	 ga ; GA; GA biosynthesis; Gibberellin; biomass; biomass production; breeding; cell elongation; cell expansion; cell proliferation; dwarf; ga; gibberellin; grain; grain size; growth; height; homeostasis; leaf; leaf angle; panicle; plant growth; plant height; resistance; salt; salt stress; salt tolerance; shoot; stress; tolerance
LOC_Os05g40850	OsCG5	ER stress; Heat Stress; chalkiness; grain; grain quality; heat stress; quality; stress
LOC_Os05g40980	OsSIRP1	Ubiquitin; growth; root; salinity; salinity stress; seed; seed germination; stress; stress tolerance; tolerance
LOC_Os05g41070	HBF1|OsbZIP42	ABA; Kinase; drought; drought stress; drought tolerance; protein kinase; salt; salt stress; stress; stress tolerance; tolerance
LOC_Os05g41090	OsCCaMK|OsDMI3	ABA; Kinase; alkaline stress; alkaline tolerance; defense; ethylene; kinase; nitrogen; oxidative; protein kinase; root; root elongation; stress; tolerance
LOC_Os05g41166	Osmyb5	seed
LOC_Os05g41172	OsSET22|OsSUVH8|SDG728	seed
LOC_Os05g41220	akin|akin-b|akin-beta	Down-regulated genes
LOC_Os05g41450	OsHAPL1	heading date; transcription factor; transcriptional regulator
LOC_Os05g41760	MFS1	ethylene; floral; floral meristem; lemma; meristem; palea; spikelet; spikelet meristem; sterile
LOC_Os05g41795	OsAIR1	abiotic stress; biotic stress; growth; plant growth; root; root length; seedlings; stress
LOC_Os05g41880	OsMSH5	Holliday junctions; crossover; growth; meiosis; meiotic; panicle; sterile; sterility; vegetative
LOC_Os05g41970	GLB1	Fe; seed
LOC_Os05g42180	OsbHLH067	panicle
LOC_Os05g42240	OsSPL	development; map-based cloning; meiotic; pollen; sterile; transcription factor
LOC_Os05g43252	OsTrxh2	immunity; resistance
LOC_Os05g43440	TA1	endosperm
LOC_Os05g43840	OsCIPK19|OsPK4|PK4	cytokinin; magnesium; manganese; mitochondria; temperature
LOC_Os05g43880	SBI	breeding; culm; height; lodging; lodging resistance; resistance; yield
LOC_Os05g43950	OsVOZ2	xoo
LOC_Os05g44050	OsRab7|OsRab7B3	ABA; abiotic stress; biotic stress; drought; grain; grain yield; heat tolerance; leaf; senescence; stress; stress tolerance; tolerance; yield
LOC_Os05g44140	Hb5	stress; stress response
LOC_Os05g44180	OsFTL10	cytoplasm; drought; drought stress; drought tolerance; nucleus; seedlings; stress; tolerance
LOC_Os05g44210	OsTPS1	abiotic stress; cold stress; disease; disease resistance; drought; jasmonate; methyl jasmonate; resistance; salinity; salt; seedling; transcription factor
LOC_Os05g44310	OsSec18	endosperm; grain weight; height; vacuolar morphology
LOC_Os05g44340	HSP100|HSP101|OsClpB-cyt	arsenite; chloroplast; flower; seed; seed development; seedling; temperature; vegetative
LOC_Os05g44760	OsHXK5	growth; mitochondria; pollen; seed; seedling; starch; starch biosynthesis
LOC_Os05g44810	OsIAA18	 ABA ; ABA; ABA biosynthesis; abiotic stress; abscisic acid; biotic stress; drought; drought stress; drought tolerance; reactive oxygen species; salt; salt tolerance; stress; stress tolerance; tolerance
LOC_Os05g45020	OsTZF7	 ABA ; ABA; R protein; abiotic stress; abscisic acid; biotic stress; drought; drought stress; drought stress ; drought tolerance; nucleus; stress; tolerance; zinc
LOC_Os05g45110	LTG5	cold; cold stress; cold tolerance; growth; stress; temperature; tolerance
LOC_Os05g45280	OsCOLE1	IAA; auxin; auxin transport; development; iaa; internode length; plant development; stem
LOC_Os05g45410	Spl7	blast; leaf; transcription factor
LOC_Os05g45420	OsSnRK1A1|OsSnRK1a|SnRK1A	ATPase; blast; broad-spectrum disease resistance; defense; defense response; development; disease; disease resistance; energy homeostasis; growth; immune response; immunity; protein translation; protoplasts; resistance; salicylic acid; seed; seed germination; seedling; sheath; sucrose
LOC_Os05g45440	OsS40-14	grain; grain size; grain weight; senescence
LOC_Os05g45890	AET1	auxin; temperature
LOC_Os05g46040	OsABIL3|OsPP2C50	ABA; R protein; stomata; stomatal; water loss
LOC_Os05g46230	Orysa;NAP1;2|OsNAP1_L2	cytoplasm
LOC_Os05g46240	OsRTH2	ethylene
LOC_Os05g46260	OsGINT1	seedling growth
LOC_Os05g46270	OsFEN-1	growth; leaf; meristem; root; root apical meristem; shoot; shoot apical meristem; tiller
LOC_Os05g46330	OsSWC4	 ga ; GA; GA biosynthesis; Gibberellin; cell elongation; ga; gibberellin; height; internode elongation; pollen
LOC_Os05g46370	OsLF	floral; flower; flowering time
LOC_Os05g46480	OsLEA3|OsLEA3-1	ABA; abiotic stress; cold stress; drought; drought resistance; ethylene; grain; grain yield; growth; jasmonic; jasmonic acid; oxidative; root; salt; salt stress; seedling; yield
LOC_Os05g46530	OSIPP3	anther; inflorescence; pollen; root; spikelet
LOC_Os05g46610	RLM1	cell wall; lignin; lignin biosynthesis; secondary cell wall; stems; transcription factor; yield
LOC_Os05g47446	OsPDCD5	Gibberellin; architecture; auxin; auxin biosynthesis; breeding; cell death; cytokinin; fertility; flower; gibberellin; grain; grain shape; grain yield; height; panicle; plant architecture; plant height; pollen; quality; sterility; temperature; yield
LOC_Os05g47560	Stn7	Kinase
LOC_Os05g47650	OsRAV12	floral; seed; seed size
LOC_Os05g47780	OsHRZ2	Ubiquitin; copper; growth; iron; root; transcription factor; zinc
LOC_Os05g47840	OsIPT7	auxin; cytokinin
LOC_Os05g47890	OsRACK1B|OsWD40-122|RACK1B	development; fertility; pollen; pollen development
LOC_Os05g47950	EDR1	development; endosperm; endosperm development; grain; grain filling; grain quality; map-based cloning; quality
LOC_Os05g48010	OsMYB55|OsPL	grain; grain yield; growth; temperature; transcription factor; yield
LOC_Os05g48020	OsSYP71	blast; oxidative
LOC_Os05g48040	OsMATE2	arsenic accumulation; disease; disease resistance; grain; growth; oxidative; oxidative stress; stress; transporter
LOC_Os05g48060	ES5|SUI2	early leaf senescence; growth; leaf; leaf senescence; senescence; vegetative
LOC_Os05g48150	BK-PP2A	salt sensitivity; salt tolerance
LOC_Os05g48200	OsNADH-GOGAT2	biomass; leaf; panicle; sheath; spikelet; spikelet number; yield
LOC_Os05g48300	OsPUP7	growth; stamen; vascular bundle
LOC_Os05g48390	LTN1|OsPHO2|OsRLS1	 pi ; Pi; Pi homeostasis; Pi signaling; adventitious root; architecture; development; flowering time; growth; homeostasis; leaf; nitrogen; phosphate; phosphorus; pi; reproductive; root; root architecture; seed; seedling; shoot; transporter; xylem
LOC_Os05g48500	OsNINJA1	JA; bacterial blight; blight; ja; leaf; leaf senescence; senescence
LOC_Os05g48620	OsTMF	cell wall; cellulose; cold; cold stress; cold tolerance; stress; tolerance; transcription activator
LOC_Os05g48700	OsGA2ox8	GA; GA biosynthesis; JA; abiotic stress; abscisic acid; biotic stress; flavonoid; ga; height; ja; jasmonate; jasmonic; jasmonic acid; osmotic stress; plant height; seedling; signal transduction; stress; stress tolerance; tolerance
LOC_Os05g48800	OsDi19-1	ABA; auxin
LOC_Os05g48850	OsSND2	biomass; biomass production; cellulose; transcription factor
LOC_Os05g48870	OsARF15|OsETTIN1	carpel differentiation
LOC_Os05g48990	DWL2	growth
LOC_Os05g49140	OsMAPK20-5|OsMPK7	blast; blight; defense; defense response; ethylene; leaf; resistance; sheath
LOC_Os05g49220	WSL6	chloroplast; chloroplast development; development; map-based cloning
LOC_Os05g49730	OsPP2C51	ABA; protein phosphatase; seed; seed germination
LOC_Os05g49780	OsHAP3C|OsNF-YB4	flowering; grain; grain yield; growth; photosynthesis; yield
LOC_Os05g49890	OsRAN2	ABA; cell division; cold stress; cold tolerance; drought; leaf; mitosis; root; salinity; salinity stress; salt; seedling
LOC_Os05g49920	OsPPR6	map-based cloning
LOC_Os05g49930	OsSLRL2	embryo
LOC_Os05g49940	OsCV	chloroplast; stress
